var,date,value,table,type
Total LCR liquid assets,2018-09-30,673771.5,Tab 2e,LCR ADIs
Total LCR liquid assets,2018-12-31,686088.7,Tab 2e,LCR ADIs
Total LCR liquid assets,2019-03-31,671156.9,Tab 2e,LCR ADIs
Total LCR liquid assets,2019-06-30,681358.1,Tab 2e,LCR ADIs
Total LCR liquid assets,2019-09-30,692935.8,Tab 2e,LCR ADIs
Total LCR liquid assets,2019-12-31,707509,Tab 2e,LCR ADIs
Total LCR liquid assets,2020-03-31,891076.8,Tab 2e,LCR ADIs
Total LCR liquid assets,2020-06-30,870090,Tab 2e,LCR ADIs
Total LCR liquid assets,2020-09-30,893024.9,Tab 2e,LCR ADIs
Total LCR liquid assets,2020-12-31,904992.6,Tab 2e,LCR ADIs
Total LCR liquid assets,2021-03-31,846536.8,Tab 2e,LCR ADIs
Total LCR liquid assets,2021-06-30,891849.5,Tab 2e,LCR ADIs
Total LCR liquid assets,2021-09-30,932756.2,Tab 2e,LCR ADIs
Total LCR liquid assets,2021-12-31,1022242.8,Tab 2e,LCR ADIs
Total LCR liquid assets,2022-03-31,961363.1,Tab 2e,LCR ADIs
Total LCR liquid assets,2022-06-30,986076.4,Tab 2e,LCR ADIs
Total LCR liquid assets,2022-09-30,960456,Tab 2e,LCR ADIs
Total LCR liquid assets,2022-12-31,984847.9,Tab 2e,LCR ADIs
Total LCR liquid assets,2023-03-31,994621.9,Tab 2e,LCR ADIs
Total LCR liquid assets,2023-06-30,970234.5,Tab 2e,LCR ADIs
Total LCR liquid assets,2023-09-30,939107.4,Tab 2e,LCR ADIs
Total LCR liquid assets,2023-12-31,965435.7,Tab 2e,LCR ADIs
Total LCR liquid assets,2024-03-31,947494,Tab 2e,LCR ADIs
Total LCR liquid assets,2024-06-30,929916.3,Tab 2e,LCR ADIs
Total LCR liquid assets,2024-09-30,936014.1,Tab 2e,LCR ADIs
Total LCR liquid assets,2024-12-31,996043.1,Tab 2e,LCR ADIs
Total LCR liquid assets,2025-03-31,1002430.7,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2015-03-31,439111.2,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2015-06-30,429779,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2015-09-30,440484,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2015-12-31,452483.6,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2016-03-31,435298,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2016-06-30,437877.1,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2016-09-30,450593.4,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2016-12-31,455348.4,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2017-03-31,425205.6,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2017-06-30,428417.1,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2017-09-30,428353.4,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2017-12-31,426112.5,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2018-03-31,456103.3,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2018-06-30,451225.3,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2018-09-30,460923.9,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2018-12-31,459764.1,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2019-03-31,471033,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2019-06-30,472000.4,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2019-09-30,489971.5,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2019-12-31,476336.3,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2020-03-31,596096.7,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2020-06-30,624988.8,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2020-09-30,652161.7,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2020-12-31,642749.7,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2021-03-31,621623.3,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2021-06-30,642857.5,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2021-09-30,702221.1,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2021-12-31,742303.5,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2022-03-31,712195.2,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2022-06-30,712131.8,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2022-09-30,690136.8,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2022-12-31,705529.5,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2023-03-31,708997.6,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2023-06-30,693553,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2023-09-30,653595.2,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2023-12-31,668025.7,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2024-03-31,664768.8,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2024-06-30,608950.5,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2024-09-30,634405.1,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2024-12-31,654757.7,Tab 2e,LCR ADIs
of which: Denominated in Australian dollars,2025-03-31,649350,Tab 2e,LCR ADIs
Expected cash outflows,2015-03-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2015-06-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2015-09-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2015-12-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2016-03-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2016-06-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2016-09-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2016-12-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2017-03-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2017-06-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2017-09-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2017-12-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2018-03-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2018-06-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2018-09-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2018-12-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2019-03-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2019-06-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2019-09-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2019-12-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2020-03-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2020-06-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2020-09-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2020-12-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2021-03-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2021-06-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2021-09-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2021-12-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2022-03-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2022-06-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2022-09-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2022-12-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2023-03-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2023-06-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2023-09-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2023-12-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2024-03-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2024-06-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2024-09-30,NA,Tab 2e,LCR ADIs
Expected cash outflows,2024-12-31,NA,Tab 2e,LCR ADIs
Expected cash outflows,2025-03-31,NA,Tab 2e,LCR ADIs
Retail deposits,2015-03-31,77041.1,Tab 2e,LCR ADIs
Retail deposits,2015-06-30,76587.6,Tab 2e,LCR ADIs
Retail deposits,2015-09-30,78129.6,Tab 2e,LCR ADIs
Retail deposits,2015-12-31,80390.4,Tab 2e,LCR ADIs
Retail deposits,2016-03-31,76200.8,Tab 2e,LCR ADIs
Retail deposits,2016-06-30,77116.6,Tab 2e,LCR ADIs
Retail deposits,2016-09-30,78316.6,Tab 2e,LCR ADIs
Retail deposits,2016-12-31,80731.8,Tab 2e,LCR ADIs
Retail deposits,2017-03-31,83045.1,Tab 2e,LCR ADIs
Retail deposits,2017-06-30,83482.8,Tab 2e,LCR ADIs
Retail deposits,2017-09-30,84888,Tab 2e,LCR ADIs
Retail deposits,2017-12-31,85567.7,Tab 2e,LCR ADIs
Retail deposits,2018-03-31,87279.3,Tab 2e,LCR ADIs
Retail deposits,2018-06-30,86568.8,Tab 2e,LCR ADIs
Retail deposits,2018-09-30,87730.8,Tab 2e,LCR ADIs
Retail deposits,2018-12-31,87623.7,Tab 2e,LCR ADIs
Retail deposits,2019-03-31,88635.7,Tab 2e,LCR ADIs
Retail deposits,2019-06-30,89360,Tab 2e,LCR ADIs
Retail deposits,2019-09-30,94934.6,Tab 2e,LCR ADIs
Retail deposits,2019-12-31,96070.5,Tab 2e,LCR ADIs
Retail deposits,2020-03-31,101353.9,Tab 2e,LCR ADIs
Retail deposits,2020-06-30,101097.1,Tab 2e,LCR ADIs
Retail deposits,2020-09-30,106203.5,Tab 2e,LCR ADIs
Retail deposits,2020-12-31,109429.6,Tab 2e,LCR ADIs
Retail deposits,2021-03-31,111653.4,Tab 2e,LCR ADIs
Retail deposits,2021-06-30,114572.6,Tab 2e,LCR ADIs
Retail deposits,2021-09-30,120456.2,Tab 2e,LCR ADIs
Retail deposits,2021-12-31,124233.4,Tab 2e,LCR ADIs
Retail deposits,2022-03-31,129656.4,Tab 2e,LCR ADIs
Retail deposits,2022-06-30,127450.1,Tab 2e,LCR ADIs
Retail deposits,2022-09-30,125351.1,Tab 2e,LCR ADIs
Retail deposits,2022-12-31,127043.5,Tab 2e,LCR ADIs
Retail deposits,2023-03-31,129772.2,Tab 2e,LCR ADIs
Retail deposits,2023-06-30,127608.9,Tab 2e,LCR ADIs
Retail deposits,2023-09-30,130991.3,Tab 2e,LCR ADIs
Retail deposits,2023-12-31,131599.2,Tab 2e,LCR ADIs
Retail deposits,2024-03-31,132491.3,Tab 2e,LCR ADIs
Retail deposits,2024-06-30,132205.1,Tab 2e,LCR ADIs
Retail deposits,2024-09-30,138209.2,Tab 2e,LCR ADIs
Retail deposits,2024-12-31,141917,Tab 2e,LCR ADIs
Retail deposits,2025-03-31,144374.2,Tab 2e,LCR ADIs
Stable deposits,2015-03-31,19930.3,Tab 2e,LCR ADIs
Stable deposits,2015-06-30,19450.7,Tab 2e,LCR ADIs
Stable deposits,2015-09-30,20014.3,Tab 2e,LCR ADIs
Stable deposits,2015-12-31,20289.3,Tab 2e,LCR ADIs
Stable deposits,2016-03-31,20340.1,Tab 2e,LCR ADIs
Stable deposits,2016-06-30,20450.4,Tab 2e,LCR ADIs
Stable deposits,2016-09-30,20853.5,Tab 2e,LCR ADIs
Stable deposits,2016-12-31,21044.5,Tab 2e,LCR ADIs
Stable deposits,2017-03-31,20824.6,Tab 2e,LCR ADIs
Stable deposits,2017-06-30,20810.7,Tab 2e,LCR ADIs
Stable deposits,2017-09-30,21397.7,Tab 2e,LCR ADIs
Stable deposits,2017-12-31,21098.7,Tab 2e,LCR ADIs
Stable deposits,2018-03-31,21006.8,Tab 2e,LCR ADIs
Stable deposits,2018-06-30,21184.3,Tab 2e,LCR ADIs
Stable deposits,2018-09-30,21563.5,Tab 2e,LCR ADIs
Stable deposits,2018-12-31,21613,Tab 2e,LCR ADIs
Stable deposits,2019-03-31,21623.9,Tab 2e,LCR ADIs
Stable deposits,2019-06-30,21821.1,Tab 2e,LCR ADIs
Stable deposits,2019-09-30,23033.5,Tab 2e,LCR ADIs
Stable deposits,2019-12-31,23360.8,Tab 2e,LCR ADIs
Stable deposits,2020-03-31,23760,Tab 2e,LCR ADIs
Stable deposits,2020-06-30,26386.4,Tab 2e,LCR ADIs
Stable deposits,2020-09-30,28395.8,Tab 2e,LCR ADIs
Stable deposits,2020-12-31,28954.5,Tab 2e,LCR ADIs
Stable deposits,2021-03-31,29424.8,Tab 2e,LCR ADIs
Stable deposits,2021-06-30,30014,Tab 2e,LCR ADIs
Stable deposits,2021-09-30,31887,Tab 2e,LCR ADIs
Stable deposits,2021-12-31,32778.5,Tab 2e,LCR ADIs
Stable deposits,2022-03-31,33024.9,Tab 2e,LCR ADIs
Stable deposits,2022-06-30,33682.2,Tab 2e,LCR ADIs
Stable deposits,2022-09-30,33949.4,Tab 2e,LCR ADIs
Stable deposits,2022-12-31,33493.2,Tab 2e,LCR ADIs
Stable deposits,2023-03-31,32983.6,Tab 2e,LCR ADIs
Stable deposits,2023-06-30,34320.1,Tab 2e,LCR ADIs
Stable deposits,2023-09-30,35234.1,Tab 2e,LCR ADIs
Stable deposits,2023-12-31,35844.1,Tab 2e,LCR ADIs
Stable deposits,2024-03-31,36251.4,Tab 2e,LCR ADIs
Stable deposits,2024-06-30,36524.2,Tab 2e,LCR ADIs
Stable deposits,2024-09-30,37869.7,Tab 2e,LCR ADIs
Stable deposits,2024-12-31,38762,Tab 2e,LCR ADIs
Stable deposits,2025-03-31,39067.6,Tab 2e,LCR ADIs
Less stable deposits,2015-03-31,57110.7,Tab 2e,LCR ADIs
Less stable deposits,2015-06-30,57136.9,Tab 2e,LCR ADIs
Less stable deposits,2015-09-30,58115.3,Tab 2e,LCR ADIs
Less stable deposits,2015-12-31,60101.1,Tab 2e,LCR ADIs
Less stable deposits,2016-03-31,55860.7,Tab 2e,LCR ADIs
Less stable deposits,2016-06-30,56666.2,Tab 2e,LCR ADIs
Less stable deposits,2016-09-30,57463.2,Tab 2e,LCR ADIs
Less stable deposits,2016-12-31,59687.3,Tab 2e,LCR ADIs
Less stable deposits,2017-03-31,62220.5,Tab 2e,LCR ADIs
Less stable deposits,2017-06-30,62672.1,Tab 2e,LCR ADIs
Less stable deposits,2017-09-30,63490.3,Tab 2e,LCR ADIs
Less stable deposits,2017-12-31,64469,Tab 2e,LCR ADIs
Less stable deposits,2018-03-31,66272.4,Tab 2e,LCR ADIs
Less stable deposits,2018-06-30,65384.5,Tab 2e,LCR ADIs
Less stable deposits,2018-09-30,66167.3,Tab 2e,LCR ADIs
Less stable deposits,2018-12-31,66010.7,Tab 2e,LCR ADIs
Less stable deposits,2019-03-31,67011.8,Tab 2e,LCR ADIs
Less stable deposits,2019-06-30,67538.9,Tab 2e,LCR ADIs
Less stable deposits,2019-09-30,71901.1,Tab 2e,LCR ADIs
Less stable deposits,2019-12-31,72709.7,Tab 2e,LCR ADIs
Less stable deposits,2020-03-31,77593.8,Tab 2e,LCR ADIs
Less stable deposits,2020-06-30,74710.7,Tab 2e,LCR ADIs
Less stable deposits,2020-09-30,77807.7,Tab 2e,LCR ADIs
Less stable deposits,2020-12-31,80475.1,Tab 2e,LCR ADIs
Less stable deposits,2021-03-31,82228.6,Tab 2e,LCR ADIs
Less stable deposits,2021-06-30,84558.6,Tab 2e,LCR ADIs
Less stable deposits,2021-09-30,88569.1,Tab 2e,LCR ADIs
Less stable deposits,2021-12-31,91454.9,Tab 2e,LCR ADIs
Less stable deposits,2022-03-31,96631.5,Tab 2e,LCR ADIs
Less stable deposits,2022-06-30,93767.9,Tab 2e,LCR ADIs
Less stable deposits,2022-09-30,91401.7,Tab 2e,LCR ADIs
Less stable deposits,2022-12-31,93550.3,Tab 2e,LCR ADIs
Less stable deposits,2023-03-31,96788.7,Tab 2e,LCR ADIs
Less stable deposits,2023-06-30,93288.8,Tab 2e,LCR ADIs
Less stable deposits,2023-09-30,95757.2,Tab 2e,LCR ADIs
Less stable deposits,2023-12-31,95755.1,Tab 2e,LCR ADIs
Less stable deposits,2024-03-31,96239.9,Tab 2e,LCR ADIs
Less stable deposits,2024-06-30,95680.9,Tab 2e,LCR ADIs
Less stable deposits,2024-09-30,100339.5,Tab 2e,LCR ADIs
Less stable deposits,2024-12-31,103155,Tab 2e,LCR ADIs
Less stable deposits,2025-03-31,105306.5,Tab 2e,LCR ADIs
Unsecured wholesale funding,2015-03-31,317859.7,Tab 2e,LCR ADIs
Unsecured wholesale funding,2015-06-30,307419.3,Tab 2e,LCR ADIs
Unsecured wholesale funding,2015-09-30,305982.3,Tab 2e,LCR ADIs
Unsecured wholesale funding,2015-12-31,314101.5,Tab 2e,LCR ADIs
Unsecured wholesale funding,2016-03-31,291895.4,Tab 2e,LCR ADIs
Unsecured wholesale funding,2016-06-30,313690.8,Tab 2e,LCR ADIs
Unsecured wholesale funding,2016-09-30,292947,Tab 2e,LCR ADIs
Unsecured wholesale funding,2016-12-31,300434,Tab 2e,LCR ADIs
Unsecured wholesale funding,2017-03-31,305950,Tab 2e,LCR ADIs
Unsecured wholesale funding,2017-06-30,311297.5,Tab 2e,LCR ADIs
Unsecured wholesale funding,2017-09-30,299971.7,Tab 2e,LCR ADIs
Unsecured wholesale funding,2017-12-31,319630.6,Tab 2e,LCR ADIs
Unsecured wholesale funding,2018-03-31,309950.3,Tab 2e,LCR ADIs
Unsecured wholesale funding,2018-06-30,313732.3,Tab 2e,LCR ADIs
Unsecured wholesale funding,2018-09-30,310346.4,Tab 2e,LCR ADIs
Unsecured wholesale funding,2018-12-31,314517.4,Tab 2e,LCR ADIs
Unsecured wholesale funding,2019-03-31,306737.4,Tab 2e,LCR ADIs
Unsecured wholesale funding,2019-06-30,306933.4,Tab 2e,LCR ADIs
Unsecured wholesale funding,2019-09-30,309958.3,Tab 2e,LCR ADIs
Unsecured wholesale funding,2019-12-31,323049.9,Tab 2e,LCR ADIs
Unsecured wholesale funding,2020-03-31,381400.4,Tab 2e,LCR ADIs
Unsecured wholesale funding,2020-06-30,370734.6,Tab 2e,LCR ADIs
Unsecured wholesale funding,2020-09-30,365089.4,Tab 2e,LCR ADIs
Unsecured wholesale funding,2020-12-31,379327.2,Tab 2e,LCR ADIs
Unsecured wholesale funding,2021-03-31,379530.7,Tab 2e,LCR ADIs
Unsecured wholesale funding,2021-06-30,399296.7,Tab 2e,LCR ADIs
Unsecured wholesale funding,2021-09-30,400295.4,Tab 2e,LCR ADIs
Unsecured wholesale funding,2021-12-31,406669,Tab 2e,LCR ADIs
Unsecured wholesale funding,2022-03-31,398907.9,Tab 2e,LCR ADIs
Unsecured wholesale funding,2022-06-30,426385.9,Tab 2e,LCR ADIs
Unsecured wholesale funding,2022-09-30,415569.3,Tab 2e,LCR ADIs
Unsecured wholesale funding,2022-12-31,414661.8,Tab 2e,LCR ADIs
Unsecured wholesale funding,2023-03-31,420249.5,Tab 2e,LCR ADIs
Unsecured wholesale funding,2023-06-30,402399.7,Tab 2e,LCR ADIs
Unsecured wholesale funding,2023-09-30,389195.9,Tab 2e,LCR ADIs
Unsecured wholesale funding,2023-12-31,397526,Tab 2e,LCR ADIs
Unsecured wholesale funding,2024-03-31,380987.2,Tab 2e,LCR ADIs
Unsecured wholesale funding,2024-06-30,397651.6,Tab 2e,LCR ADIs
Unsecured wholesale funding,2024-09-30,399640.2,Tab 2e,LCR ADIs
Unsecured wholesale funding,2024-12-31,425033.9,Tab 2e,LCR ADIs
Unsecured wholesale funding,2025-03-31,433466.3,Tab 2e,LCR ADIs
Small and medium enterprise,2015-03-31,17975.8,Tab 2e,LCR ADIs
Small and medium enterprise,2015-06-30,17449.7,Tab 2e,LCR ADIs
Small and medium enterprise,2015-09-30,18534.4,Tab 2e,LCR ADIs
Small and medium enterprise,2015-12-31,19008.2,Tab 2e,LCR ADIs
Small and medium enterprise,2016-03-31,18099,Tab 2e,LCR ADIs
Small and medium enterprise,2016-06-30,18345,Tab 2e,LCR ADIs
Small and medium enterprise,2016-09-30,18184.3,Tab 2e,LCR ADIs
Small and medium enterprise,2016-12-31,19177.3,Tab 2e,LCR ADIs
Small and medium enterprise,2017-03-31,19277,Tab 2e,LCR ADIs
Small and medium enterprise,2017-06-30,19712,Tab 2e,LCR ADIs
Small and medium enterprise,2017-09-30,19202.7,Tab 2e,LCR ADIs
Small and medium enterprise,2017-12-31,19791.2,Tab 2e,LCR ADIs
Small and medium enterprise,2018-03-31,20103.9,Tab 2e,LCR ADIs
Small and medium enterprise,2018-06-30,19905.1,Tab 2e,LCR ADIs
Small and medium enterprise,2018-09-30,19406.4,Tab 2e,LCR ADIs
Small and medium enterprise,2018-12-31,19803.7,Tab 2e,LCR ADIs
Small and medium enterprise,2019-03-31,20201.3,Tab 2e,LCR ADIs
Small and medium enterprise,2019-06-30,19987,Tab 2e,LCR ADIs
Small and medium enterprise,2019-09-30,20268.6,Tab 2e,LCR ADIs
Small and medium enterprise,2019-12-31,20751.4,Tab 2e,LCR ADIs
Small and medium enterprise,2020-03-31,21941.6,Tab 2e,LCR ADIs
Small and medium enterprise,2020-06-30,22397,Tab 2e,LCR ADIs
Small and medium enterprise,2020-09-30,24551.3,Tab 2e,LCR ADIs
Small and medium enterprise,2020-12-31,25120.6,Tab 2e,LCR ADIs
Small and medium enterprise,2021-03-31,24422,Tab 2e,LCR ADIs
Small and medium enterprise,2021-06-30,24986.6,Tab 2e,LCR ADIs
Small and medium enterprise,2021-09-30,25855.1,Tab 2e,LCR ADIs
Small and medium enterprise,2021-12-31,28020.8,Tab 2e,LCR ADIs
Small and medium enterprise,2022-03-31,27852.2,Tab 2e,LCR ADIs
Small and medium enterprise,2022-06-30,27158,Tab 2e,LCR ADIs
Small and medium enterprise,2022-09-30,25970.5,Tab 2e,LCR ADIs
Small and medium enterprise,2022-12-31,25717.5,Tab 2e,LCR ADIs
Small and medium enterprise,2023-03-31,24798.2,Tab 2e,LCR ADIs
Small and medium enterprise,2023-06-30,22917.1,Tab 2e,LCR ADIs
Small and medium enterprise,2023-09-30,22267.5,Tab 2e,LCR ADIs
Small and medium enterprise,2023-12-31,22588.1,Tab 2e,LCR ADIs
Small and medium enterprise,2024-03-31,22253.5,Tab 2e,LCR ADIs
Small and medium enterprise,2024-06-30,23528.1,Tab 2e,LCR ADIs
Small and medium enterprise,2024-09-30,22652.1,Tab 2e,LCR ADIs
Small and medium enterprise,2024-12-31,22793.5,Tab 2e,LCR ADIs
Small and medium enterprise,2025-03-31,23262.5,Tab 2e,LCR ADIs
Non-financial corporate,2015-03-31,95405.8,Tab 2e,LCR ADIs
Non-financial corporate,2015-06-30,92045.4,Tab 2e,LCR ADIs
Non-financial corporate,2015-09-30,98255.9,Tab 2e,LCR ADIs
Non-financial corporate,2015-12-31,99199.8,Tab 2e,LCR ADIs
Non-financial corporate,2016-03-31,91401.5,Tab 2e,LCR ADIs
Non-financial corporate,2016-06-30,93513.3,Tab 2e,LCR ADIs
Non-financial corporate,2016-09-30,90504.8,Tab 2e,LCR ADIs
Non-financial corporate,2016-12-31,93618.5,Tab 2e,LCR ADIs
Non-financial corporate,2017-03-31,94121.2,Tab 2e,LCR ADIs
Non-financial corporate,2017-06-30,96331.5,Tab 2e,LCR ADIs
Non-financial corporate,2017-09-30,94597.3,Tab 2e,LCR ADIs
Non-financial corporate,2017-12-31,95758.9,Tab 2e,LCR ADIs
Non-financial corporate,2018-03-31,96740,Tab 2e,LCR ADIs
Non-financial corporate,2018-06-30,97458.3,Tab 2e,LCR ADIs
Non-financial corporate,2018-09-30,99686.4,Tab 2e,LCR ADIs
Non-financial corporate,2018-12-31,98422.6,Tab 2e,LCR ADIs
Non-financial corporate,2019-03-31,100293.5,Tab 2e,LCR ADIs
Non-financial corporate,2019-06-30,104423.5,Tab 2e,LCR ADIs
Non-financial corporate,2019-09-30,105772,Tab 2e,LCR ADIs
Non-financial corporate,2019-12-31,105917,Tab 2e,LCR ADIs
Non-financial corporate,2020-03-31,125078.5,Tab 2e,LCR ADIs
Non-financial corporate,2020-06-30,130368.1,Tab 2e,LCR ADIs
Non-financial corporate,2020-09-30,126164,Tab 2e,LCR ADIs
Non-financial corporate,2020-12-31,130921.4,Tab 2e,LCR ADIs
Non-financial corporate,2021-03-31,133932.8,Tab 2e,LCR ADIs
Non-financial corporate,2021-06-30,140679.3,Tab 2e,LCR ADIs
Non-financial corporate,2021-09-30,144527.7,Tab 2e,LCR ADIs
Non-financial corporate,2021-12-31,149369.5,Tab 2e,LCR ADIs
Non-financial corporate,2022-03-31,150458.6,Tab 2e,LCR ADIs
Non-financial corporate,2022-06-30,161336.3,Tab 2e,LCR ADIs
Non-financial corporate,2022-09-30,152434.6,Tab 2e,LCR ADIs
Non-financial corporate,2022-12-31,146052.5,Tab 2e,LCR ADIs
Non-financial corporate,2023-03-31,148072.7,Tab 2e,LCR ADIs
Non-financial corporate,2023-06-30,150105.7,Tab 2e,LCR ADIs
Non-financial corporate,2023-09-30,146169.6,Tab 2e,LCR ADIs
Non-financial corporate,2023-12-31,141314.1,Tab 2e,LCR ADIs
Non-financial corporate,2024-03-31,142696.9,Tab 2e,LCR ADIs
Non-financial corporate,2024-06-30,143652.1,Tab 2e,LCR ADIs
Non-financial corporate,2024-09-30,141303.4,Tab 2e,LCR ADIs
Non-financial corporate,2024-12-31,143293.3,Tab 2e,LCR ADIs
Non-financial corporate,2025-03-31,148891,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2015-03-31,22089.1,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2015-06-30,22652.9,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2015-09-30,21047.5,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2015-12-31,23055.9,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2016-03-31,21267.5,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2016-06-30,22396.3,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2016-09-30,19838.3,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2016-12-31,23461,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2017-03-31,23216.1,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2017-06-30,24120.9,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2017-09-30,22180.5,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2017-12-31,24604.3,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2018-03-31,24955.7,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2018-06-30,30104.9,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2018-09-30,28939,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2018-12-31,25638,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2019-03-31,24776.4,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2019-06-30,25411.2,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2019-09-30,25572.3,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2019-12-31,25398.6,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2020-03-31,35435.6,Tab 2e,LCR ADIs
"Sovereigns, central banks, PSEs and MDBs.",2020-06-30,32691.4,Tab 2e,LCR ADIs
